id_avaliacao,id_pedido,id_restaurante,nota,comentario,criado_em
966,1549,80,2,"Pão do lanche estava duro, como se fosse de ontem.",2024-09-19 18:00:00
967,902,61,4,Preço justo para a qualidade entregue.,2024-12-13 21:00:00
968,673,55,4,"Prato caprichado, ingredientes frescos e saborosos.",2024-10-27 05:00:00
969,259,3,2,"Sabor mediano, já comi muito melhor no mesmo estilo.",2024-01-17 08:00:00
970,845,45,3,Salada fresca mas molho muito ácido.,2024-01-31 16:00:00
971,868,16,3,"Prato bem montado, sabor dentro do esperado.",2024-09-11 18:00:00
972,1800,8,3,Massa al dente mas molho podia ter mais sabor.,2024-07-05 01:00:00
973,139,38,3,"Chegou no prazo, sabor satisfatório.",2024-11-17 13:00:00
974,894,3,4,Frango grelhado perfeitamente temperado.,2024-12-28 08:00:00
975,1838,76,4,Churrasco macio e bem temperado.,2024-04-15 11:00:00
976,550,66,2,Demorou mais que o prometido e o preço não justifica.,2024-08-27 02:00:00
977,320,26,5,Restaurante tratou o pedido com muito cuidado e carinho.,2024-04-02 22:00:00
978,1527,9,3,"Pedido correto, sabor mediano. Pode melhorar.",2024-09-17 03:00:00
979,1806,72,4,Qualidade consistente. Sempre bom ao pedir.,2024-09-04 18:00:00
980,1178,49,3,"Pedido correto, sabor mediano. Pode melhorar.",2024-02-08 21:00:00
981,559,65,4,Embalagem térmica manteve a comida quente.,2024-10-05 14:00:00
982,140,75,4,"Comida incrível, super recomendo!",2024-09-21 13:00:00
983,1735,35,5,"Temperatura ideal na entrega, comida deliciosa.",2024-01-03 00:00:00
984,532,47,4,Sabor excelente e porção generosa.,2024-06-07 00:00:00
985,225,49,5,"Salada fresquíssima, parecia colhida na hora.",2024-07-04 10:00:00
986,724,24,5,Qualidade de restaurante presencial em casa. Impressionante.,2024-10-20 13:00:00
987,787,44,3,"Entrega rápida, mas a comida era comum.",2024-04-20 20:00:00
988,1718,26,5,Perfeito! Exatamente como esperado.,2024-12-18 14:00:00
989,1008,21,5,"Entregou antes do prazo, tudo fresquinho!",2024-09-10 07:00:00
990,410,24,4,Qualidade consistente. Sempre bom ao pedir.,2024-07-26 19:00:00
991,326,25,5,"Carne no ponto, molhos deliciosos e sobremesa de brinde.",2024-11-26 05:00:00
992,1766,9,1,Faltaram itens no pedido. Paguei por algo que não veio.,2024-06-11 06:00:00
993,300,33,3,"Pedido correto, sabor mediano. Pode melhorar.",2024-11-20 17:00:00
994,1263,74,4,Salada fresca com ingredientes de qualidade.,2024-03-13 08:00:00
995,1946,67,5,"Frango suculento, molho incrível, embalagem perfeita.",2024-12-06 11:00:00
996,26,33,1,"Comida chegou completamente fria, parece que ficou parada horas.",2024-04-25 21:00:00
997,1859,54,4,Restaurante caprichado nos detalhes. Vale o preço.,2024-02-11 16:00:00
998,715,26,3,Preço justo para o que oferece.,2024-06-25 10:00:00
999,1010,58,5,Melhor hambúrguer que já comi por delivery.,2024-07-22 15:00:00
1000,194,50,4,Atendimento excelente e embalagem cuidadosa.,2024-11-26 12:00:00
1001,441,43,4,Massa artesanal com molho rico em sabor.,2024-04-15 23:00:00
1002,574,32,3,"Tudo certo, sem reclamações. Só não ficou surpreso.",2024-05-08 10:00:00
1003,947,60,3,Massa al dente mas molho podia ter mais sabor.,2024-06-27 05:00:00
1004,998,54,5,Superou todas as expectativas. Nota máxima com folga.,2024-10-06 01:00:00
1005,504,60,3,"Ok para o dia a dia, nada especial.",2024-10-13 01:00:00
1006,606,26,3,Preço justo para o que oferece.,2024-08-08 12:00:00
1007,1717,36,5,Voltei ao mesmo restaurante 5 vezes. Qualidade constante.,2024-03-16 00:00:00
1008,1164,51,3,"Comida caseira simples. Sem inovação, mas honesta.",2024-11-28 11:00:00
1009,1787,78,5,Cada detalhe do prato estava perfeito. Arte na cozinha.,2024-11-17 04:00:00
1010,847,77,4,Lanche com pão macio e ingredientes generosos.,2024-05-07 08:00:00
1011,4,80,2,Pizza com massa crua no meio. Precisava de mais tempo no forno.,2024-09-16 21:00:00
1012,1287,44,2,"Pedido correto, mas qualidade abaixo do esperado pelo preço.",2024-02-24 14:00:00
1013,1223,66,4,Embalagem térmica manteve a comida quente.,2024-12-29 10:00:00
1014,468,30,3,"Ok para o dia a dia, nada especial.",2024-04-11 06:00:00
1015,322,28,4,Qualidade consistente. Sempre bom ao pedir.,2024-06-22 11:00:00
1016,6,50,5,Superou todas as expectativas. Nota máxima com folga.,2024-05-08 00:00:00
1017,223,21,3,"Pedido chegou completo, qualidade regular.",2024-10-07 17:00:00
1018,1375,4,4,Comida saborosa e entrega dentro do prazo. Recomendo.,2024-04-11 13:00:00
1019,548,48,5,Porção absurdamente generosa pelo preço cobrado.,2024-09-26 01:00:00
1020,229,5,3,"Pedido correto, sabor mediano. Pode melhorar.",2024-09-16 08:00:00
1021,40,74,2,"Itens básicos faltando, como guardanapo e talheres.",2024-04-29 03:00:00
1022,543,18,3,"Embalagem funcional, comida na temperatura certa.",2024-09-23 10:00:00
1023,243,72,4,Churrasco macio e bem temperado.,2024-10-25 23:00:00
1024,899,73,3,Salada fresca mas molho muito ácido.,2024-02-15 14:00:00
1025,1134,64,5,"Frango suculento, molho incrível, embalagem perfeita.",2024-05-22 17:00:00
1026,1449,51,5,Entrega relâmpago e comida na temperatura perfeita.,2024-03-26 02:00:00
1027,1869,22,2,"Embalagem de salada amassada, folhas murchas.",2024-02-29 11:00:00
1028,843,63,4,Porção familiar com excelente custo-benefício.,2024-08-23 05:00:00
1029,1419,61,4,Entregador simpático e cuidadoso com o pedido.,2024-09-29 14:00:00
1030,1654,30,4,Salada fresca com ingredientes de qualidade.,2024-10-21 03:00:00
1031,1970,73,4,Risoto cremoso na medida certa.,2024-11-16 15:00:00
1032,662,75,3,"Porção adequada, sabor regular.",2024-09-21 05:00:00
1033,1211,25,5,"Entregador gentil, comida impecável. Experiência 5 estrelas.",2024-12-05 02:00:00
1034,315,1,2,Pedido atrasou 45 minutos além do prometido.,2024-06-22 11:00:00
1035,692,68,4,Churrasco macio e bem temperado.,2024-05-20 12:00:00
1036,1504,74,2,"Pão do lanche estava duro, como se fosse de ontem.",2024-02-13 13:00:00
1037,425,22,1,"Prazo era 40 min, levou 2h30. Comida obviamente fria.",2024-12-16 15:00:00
1038,595,46,4,Entrega antes do prazo e tudo bem embalado.,2024-08-10 09:00:00
1039,1964,36,4,Atendimento excelente e embalagem cuidadosa.,2024-03-04 21:00:00
1040,623,43,3,"Atendimento neutro, comida sem destaque.",2024-06-20 14:00:00
1041,1171,33,2,"Frango ressecado, parecia requentado.",2024-10-05 10:00:00
1042,1044,11,4,Salada fresca com ingredientes de qualidade.,2024-02-05 07:00:00
1043,228,50,4,Massa artesanal com molho rico em sabor.,2024-11-10 01:00:00
1044,1118,78,1,"Sopa derramada na embalagem, completamente fria ao chegar.",2024-02-21 05:00:00
1045,1332,51,4,Entregador simpático e cuidadoso com o pedido.,2024-06-26 09:00:00
1046,1316,60,4,"Entrega rápida e comida saborosa, 10/10!",2024-08-05 00:00:00
1047,67,31,4,Risoto cremoso na medida certa.,2024-11-09 08:00:00
1048,25,79,3,Massa al dente mas molho podia ter mais sabor.,2024-01-09 10:00:00
1049,145,9,4,Frango grelhado perfeitamente temperado.,2024-11-13 01:00:00
1050,537,70,1,"Molho derramado, embalagem completamente inadequada.",2024-08-12 14:00:00
1051,812,66,2,"Sabor razoável, mas a porção foi bem menor que o esperado.",2024-06-13 13:00:00
1052,1467,61,3,Salada fresca mas molho muito ácido.,2024-01-25 18:00:00
1053,86,74,4,"Entrega rápida e comida saborosa, 10/10!",2024-12-28 22:00:00
1054,1661,19,2,"Embalagem de salada amassada, folhas murchas.",2024-01-13 07:00:00
1055,1646,37,3,Restaurante cumpriu o básico esperado.,2024-03-10 21:00:00
1056,1805,56,5,"Temperatura ideal na entrega, comida deliciosa.",2024-10-24 10:00:00
1057,1818,24,5,"Carne no ponto, molhos deliciosos e sobremesa de brinde.",2024-09-07 20:00:00
1058,1577,21,4,"Prato caprichado, ingredientes frescos e saborosos.",2024-12-12 03:00:00
1059,1145,25,4,Massa artesanal com molho rico em sabor.,2024-12-03 17:00:00
1060,363,78,4,Preço justo para a qualidade entregue.,2024-02-01 03:00:00
1061,1612,49,5,"Risoto perfeito, cremoso e com ingredientes nobres.",2024-12-05 15:00:00
1062,1866,37,4,Atendimento excelente e embalagem cuidadosa.,2024-09-10 19:00:00
1063,1027,78,3,"Tudo certo, sem reclamações. Só não ficou surpreso.",2024-03-10 07:00:00
1064,1031,46,4,Preço justo para a qualidade entregue.,2024-07-24 09:00:00
1065,1304,28,2,"Molho faltando, pedi extra e não veio.",2024-11-20 05:00:00
1066,1356,6,1,"Comida chegou completamente fria, parece que ficou parada horas.",2024-04-25 20:00:00
1067,1731,37,4,Risoto cremoso na medida certa.,2024-10-06 06:00:00
1068,666,57,4,Entregador simpático e cuidadoso com o pedido.,2024-07-25 13:00:00
1069,365,65,4,Qualidade consistente. Sempre bom ao pedir.,2024-04-06 02:00:00
1070,78,77,4,"Prato caprichado, ingredientes frescos e saborosos.",2024-03-01 05:00:00
1071,28,9,3,"Chegou no prazo, sabor satisfatório.",2024-12-30 01:00:00
1072,1437,45,5,Voltei ao mesmo restaurante 5 vezes. Qualidade constante.,2024-02-13 19:00:00
1073,526,68,1,Pizza chegou fria e murcha. Parecia papelão.,2024-08-26 19:00:00
1074,1835,24,5,Melhor restaurante que já pedi. Voltarei com certeza.,2024-04-03 11:00:00
1075,56,80,3,"Entrega dentro do prazo, comida ok. Nada extraordinário.",2024-02-09 04:00:00
1076,639,34,5,Perfeito! Exatamente como esperado.,2024-06-22 09:00:00
1077,303,64,5,"Risoto perfeito, cremoso e com ingredientes nobres.",2024-09-30 03:00:00
1078,719,74,1,Entregador sumiu com o pedido. Tive que acionar o suporte.,2024-10-14 14:00:00
1079,625,62,1,Pedi sem cebola por alergia. Veio com cebola. Problema sério.,2024-06-19 11:00:00
1080,8,43,3,"Para saciar a fome cumpre o papel, mas não é destaque.",2024-03-25 09:00:00
1081,804,4,5,Voltei ao mesmo restaurante 5 vezes. Qualidade constante.,2024-01-22 22:00:00
1082,1050,1,2,Pedido atrasou 45 minutos além do prometido.,2024-04-22 08:00:00
1083,337,3,3,Massa al dente mas molho podia ter mais sabor.,2024-08-11 17:00:00
1084,48,23,3,"Pedido chegou completo, qualidade regular.",2024-08-20 04:00:00
1085,1764,30,5,"Risoto perfeito, cremoso e com ingredientes nobres.",2024-11-13 19:00:00
1086,107,25,3,"Porção adequada, sabor regular.",2024-04-27 04:00:00
1087,350,74,2,Pedido atrasou 45 minutos além do prometido.,2024-03-26 20:00:00
1088,1080,52,4,Pizza crocante e bem distribuída. Parabéns ao restaurante.,2024-04-16 20:00:00
1089,239,58,1,"Prazo era 40 min, levou 2h30. Comida obviamente fria.",2024-08-17 18:00:00
1090,214,73,5,Simplesmente incrível! Melhor delivery que já experimentei.,2024-08-31 02:00:00
1091,1776,45,5,Entregou em 20 minutos e ainda com brinde. Excelente!,2024-08-03 20:00:00
1092,1139,63,4,"Entrega rápida e comida saborosa, 10/10!",2024-05-13 18:00:00
1093,794,12,5,"Risoto perfeito, cremoso e com ingredientes nobres.",2024-05-28 00:00:00
1094,1587,70,4,Embalagem térmica manteve a comida quente.,2024-09-27 10:00:00
1095,1583,68,4,Entregador simpático e cuidadoso com o pedido.,2024-02-27 22:00:00
1096,1672,16,3,"Embalagem funcional, comida na temperatura certa.",2024-03-12 09:00:00
1097,524,74,5,Melhor hambúrguer que já comi por delivery.,2024-07-02 21:00:00
1098,233,13,3,"Porção adequada, sabor regular.",2024-04-26 19:00:00
1099,645,21,5,"Temperatura ideal na entrega, comida deliciosa.",2024-11-08 22:00:00
1100,1508,79,4,"Entrega rápida e comida saborosa, 10/10!",2024-08-06 09:00:00
1101,534,53,4,Entregador simpático e cuidadoso com o pedido.,2024-08-04 10:00:00
1102,1942,61,4,Atendimento excelente e embalagem cuidadosa.,2024-05-30 20:00:00
1103,604,75,3,"Nada impressionante, mas também não decepciona.",2024-03-19 23:00:00
1104,1330,61,3,Tempo de espera razoável para a região.,2024-01-31 16:00:00
1105,1075,80,4,"Prato caprichado, ingredientes frescos e saborosos.",2024-02-05 21:00:00
1106,1305,17,4,Porção familiar com excelente custo-benefício.,2024-11-18 02:00:00
1107,61,79,3,"Pedido correto, sabor mediano. Pode melhorar.",2024-04-14 06:00:00
1108,1264,7,4,Risoto cremoso na medida certa.,2024-08-22 22:00:00
1109,93,4,5,Perfeito! Exatamente como esperado.,2024-12-05 06:00:00
1110,667,24,2,"Frango ressecado, parecia requentado.",2024-11-08 11:00:00
1111,281,43,5,Restaurante tratou o pedido com muito cuidado e carinho.,2024-10-08 07:00:00
1112,1114,46,5,Melhor hambúrguer que já comi por delivery.,2024-03-25 06:00:00
1113,360,69,4,Entrega antes do prazo e tudo bem embalado.,2024-12-03 16:00:00
1114,1129,11,3,Preço justo para o que oferece.,2024-12-19 00:00:00
1115,1170,25,1,"Molho derramado, embalagem completamente inadequada.",2024-12-29 22:00:00
1116,848,6,3,Massa al dente mas molho podia ter mais sabor.,2024-02-15 13:00:00
1117,1522,27,5,Voltei ao mesmo restaurante 5 vezes. Qualidade constante.,2024-07-04 23:00:00
1118,111,59,3,Salada fresca mas molho muito ácido.,2024-08-22 17:00:00
1119,43,19,5,Qualidade de restaurante presencial em casa. Impressionante.,2024-06-03 00:00:00
1120,126,37,3,"Para saciar a fome cumpre o papel, mas não é destaque.",2024-05-04 21:00:00
1121,205,65,5,"Frango suculento, molho incrível, embalagem perfeita.",2024-05-27 20:00:00
1122,53,47,4,Comida chegou quente e bem embalada.,2024-09-08 22:00:00
1123,546,6,4,Pizza crocante e bem distribuída. Parabéns ao restaurante.,2024-04-11 13:00:00
1124,69,18,4,Lanche com pão macio e ingredientes generosos.,2024-12-08 20:00:00
1125,1741,39,4,Massa artesanal com molho rico em sabor.,2024-02-08 07:00:00
1126,1548,57,5,"Salada fresquíssima, parecia colhida na hora.",2024-10-22 18:00:00
1127,184,28,3,"Chegou no prazo, sabor satisfatório.",2024-05-23 23:00:00
1128,138,9,3,Restaurante cumpriu o básico esperado.,2024-01-18 18:00:00
1129,900,18,4,Qualidade consistente. Sempre bom ao pedir.,2024-10-14 20:00:00
1130,797,5,2,Entrega atrasou bastante e a comida chegou morna.,2024-04-11 06:00:00
1131,133,32,4,Pedi pela segunda vez e manteve a qualidade.,2024-08-12 22:00:00
1132,81,77,5,Entregou em 20 minutos e ainda com brinde. Excelente!,2024-04-24 15:00:00
1133,1987,18,2,"Frango ressecado, parecia requentado.",2024-05-08 02:00:00
1134,1541,32,3,"Embalagem funcional, comida na temperatura certa.",2024-08-09 06:00:00
1135,542,80,3,"Não voltarei toda semana, mas posso pedir de vez em quando.",2024-08-01 20:00:00
1136,1669,75,5,"Risoto perfeito, cremoso e com ingredientes nobres.",2024-05-11 02:00:00
1137,984,62,3,"Não voltarei toda semana, mas posso pedir de vez em quando.",2024-10-08 00:00:00
1138,166,19,5,"Carne no ponto, molhos deliciosos e sobremesa de brinde.",2024-07-09 12:00:00
1139,249,35,4,Sabor excelente e porção generosa.,2024-10-11 13:00:00
1140,447,22,4,Sabor excelente e porção generosa.,2024-02-24 08:00:00
1141,1515,49,5,Melhor hambúrguer que já comi por delivery.,2024-07-08 15:00:00
1142,859,49,3,"Para saciar a fome cumpre o papel, mas não é destaque.",2024-09-06 06:00:00
1143,1212,19,1,Comida com cabelo. Não aceitarei mais pedidos desse restaurante.,2024-01-14 03:00:00
1144,98,58,2,"Sabor razoável, mas a porção foi bem menor que o esperado.",2024-10-23 20:00:00
1145,1974,51,1,Pizza chegou fria e murcha. Parecia papelão.,2024-02-23 09:00:00
1146,738,1,5,Entrega relâmpago e comida na temperatura perfeita.,2024-01-27 09:00:00
1147,1256,54,5,"Temperatura ideal na entrega, comida deliciosa.",2024-01-04 13:00:00
1148,103,29,3,"Atendimento neutro, comida sem destaque.",2024-06-26 02:00:00
1149,435,12,4,"Entrega rápida e comida saborosa, 10/10!",2024-08-27 22:00:00
1150,75,74,5,"Risoto perfeito, cremoso e com ingredientes nobres.",2024-12-28 16:00:00
1151,1792,31,5,"Salada fresquíssima, parecia colhida na hora.",2024-09-13 00:00:00
1152,1235,17,4,Comida saborosa e entrega dentro do prazo. Recomendo.,2024-01-03 13:00:00
1153,919,16,4,Comida chegou quente e bem embalada.,2024-06-08 17:00:00
1154,1712,62,1,"Comida chegou completamente fria, parece que ficou parada horas.",2024-07-24 14:00:00
1155,1671,62,5,Superou todas as expectativas. Nota máxima com folga.,2024-07-27 01:00:00
1156,1621,42,3,"Ok para o dia a dia, nada especial.",2024-07-14 00:00:00
1157,763,58,5,"Risoto perfeito, cremoso e com ingredientes nobres.",2024-06-16 05:00:00
1158,990,62,3,"Tudo certo, sem reclamações. Só não ficou surpreso.",2024-12-22 12:00:00
1159,389,64,2,Pedido atrasou 45 minutos além do prometido.,2024-02-27 19:00:00
1160,236,69,3,"Chegou no prazo, sabor satisfatório.",2024-08-28 16:00:00
1161,1507,38,4,Frango grelhado perfeitamente temperado.,2024-11-12 14:00:00
1162,268,62,4,Frango grelhado perfeitamente temperado.,2024-11-04 17:00:00
1163,1188,53,4,Adorei! Já virou meu favorito.,2024-05-24 21:00:00
1164,118,14,4,Massa artesanal com molho rico em sabor.,2024-08-07 10:00:00
1165,1607,62,3,Salada fresca mas molho muito ácido.,2024-03-28 17:00:00
1166,674,60,3,Frango grelhado sem tempero marcante.,2024-11-17 14:00:00
1167,250,30,2,"Sabor razoável, mas a porção foi bem menor que o esperado.",2024-02-06 07:00:00
1168,1453,63,4,Preço justo para a qualidade entregue.,2024-05-26 11:00:00
1169,1995,25,4,Salada fresca com ingredientes de qualidade.,2024-01-22 19:00:00
1170,95,13,5,Melhor restaurante que já pedi. Voltarei com certeza.,2024-09-29 22:00:00
1171,34,10,3,"Entrega dentro do prazo, comida ok. Nada extraordinário.",2024-07-13 03:00:00
1172,1464,12,4,"Sushi bem preparado, arroz na textura ideal.",2024-10-31 14:00:00
1173,1668,38,3,"Pedido chegou completo, qualidade regular.",2024-11-29 04:00:00
1174,449,1,2,Pedido atrasou 45 minutos além do prometido.,2024-12-22 23:00:00
1175,717,61,1,Entregador sumiu com o pedido. Tive que acionar o suporte.,2024-03-23 02:00:00
1176,1810,12,5,Restaurante tratou o pedido com muito cuidado e carinho.,2024-07-03 15:00:00
1177,1518,5,3,"Pedido correto, sabor mediano. Pode melhorar.",2024-12-24 21:00:00
1178,1,57,2,"Entrega foi lenta, embalagem estava úmida.",2024-12-15 06:00:00
1179,1376,28,4,Pedi pela segunda vez e manteve a qualidade.,2024-09-12 14:00:00
1180,1102,73,1,Faltaram itens no pedido. Paguei por algo que não veio.,2024-12-26 16:00:00
1181,1109,32,3,"Ok para o dia a dia, nada especial.",2024-03-21 10:00:00
1182,1227,5,5,"Temperatura ideal na entrega, comida deliciosa.",2024-10-19 03:00:00
1183,83,8,5,Cada detalhe do prato estava perfeito. Arte na cozinha.,2024-12-26 17:00:00
1184,1289,78,2,"Sabor mediano, já comi muito melhor no mesmo estilo.",2024-03-04 02:00:00
1185,677,33,4,Qualidade consistente. Sempre bom ao pedir.,2024-08-08 01:00:00
1186,1921,63,4,Risoto cremoso na medida certa.,2024-12-14 04:00:00
1187,1047,48,4,Embalagem térmica manteve a comida quente.,2024-05-29 01:00:00
1188,771,71,5,"Carne no ponto, molhos deliciosos e sobremesa de brinde.",2024-02-24 08:00:00
1189,1947,52,5,"Carne no ponto, molhos deliciosos e sobremesa de brinde.",2024-01-31 10:00:00
1190,1281,19,4,Porção familiar com excelente custo-benefício.,2024-05-14 07:00:00
1191,1581,6,1,Entrega levou mais de 2 horas. Absurdo!,2024-06-18 17:00:00
1192,1489,12,3,"Entrega dentro do prazo, comida ok. Nada extraordinário.",2024-05-12 06:00:00
1193,405,22,5,Voltei ao mesmo restaurante 5 vezes. Qualidade constante.,2024-08-26 09:00:00
1194,1728,28,5,Cada detalhe do prato estava perfeito. Arte na cozinha.,2024-10-27 10:00:00
1195,1299,24,3,"Ok para o dia a dia, nada especial.",2024-09-03 06:00:00
1196,1341,3,3,"Prato bem montado, sabor dentro do esperado.",2024-07-09 12:00:00
1197,105,9,3,"Sabor agradável, porém a porção poderia ser maior.",2024-08-02 18:00:00
1198,689,49,4,Entregador simpático e cuidadoso com o pedido.,2024-03-13 03:00:00
1199,1306,62,5,Restaurante tratou o pedido com muito cuidado e carinho.,2024-09-13 13:00:00
1200,827,25,4,Adorei! Já virou meu favorito.,2024-10-26 21:00:00
1201,63,31,5,"Frango suculento, molho incrível, embalagem perfeita.",2024-11-05 22:00:00
1202,853,8,3,Salada fresca mas molho muito ácido.,2024-01-29 13:00:00
1203,1354,38,2,"Entrega foi lenta, embalagem estava úmida.",2024-02-29 21:00:00
1204,224,3,4,Churrasco macio e bem temperado.,2024-10-31 10:00:00
1205,146,52,5,"Temperatura ideal na entrega, comida deliciosa.",2024-10-14 06:00:00
1206,1089,38,4,Embalagem térmica manteve a comida quente.,2024-05-20 01:00:00
1207,374,71,2,"Embalagem simples demais, comida misturou tudo.",2024-01-03 00:00:00
1208,1421,4,3,"Prato bem montado, sabor dentro do esperado.",2024-05-19 18:00:00
1209,1143,52,5,Superou todas as expectativas. Nota máxima com folga.,2024-02-09 16:00:00
1210,1827,47,2,"Embalagem simples demais, comida misturou tudo.",2024-03-13 18:00:00
1211,1495,48,4,Massa artesanal com molho rico em sabor.,2024-08-04 07:00:00
1212,1602,72,4,Lanche com pão macio e ingredientes generosos.,2024-06-07 11:00:00
1213,1271,50,2,Entrega atrasou bastante e a comida chegou morna.,2024-02-04 19:00:00
1214,10,19,4,Comida chegou quente e bem embalada.,2024-02-06 03:00:00
1215,450,68,5,"Entregador gentil, comida impecável. Experiência 5 estrelas.",2024-10-31 15:00:00
1216,709,76,3,"Embalagem funcional, comida na temperatura certa.",2024-01-05 19:00:00
1217,256,23,3,Restaurante cumpriu o básico esperado.,2024-05-30 14:00:00
1218,883,21,5,"Entregou antes do prazo, tudo fresquinho!",2024-10-08 12:00:00
1219,390,24,4,Qualidade consistente. Sempre bom ao pedir.,2024-08-10 03:00:00
1220,909,6,4,Sabor excelente e porção generosa.,2024-09-23 03:00:00
1221,925,55,4,Sabor excelente e porção generosa.,2024-02-23 22:00:00
1222,1704,46,3,Preço justo para o que oferece.,2024-04-14 05:00:00
1223,1233,18,4,Atendimento excelente e embalagem cuidadosa.,2024-01-25 13:00:00
1224,461,42,3,Restaurante cumpriu o básico esperado.,2024-04-17 04:00:00
1225,1270,72,4,Pizza crocante e bem distribuída. Parabéns ao restaurante.,2024-07-07 01:00:00
1226,1760,73,2,Atendimento via chat demorou muito para responder.,2024-04-07 18:00:00
1227,1169,28,3,Massa al dente mas molho podia ter mais sabor.,2024-08-30 17:00:00
1228,959,69,4,Restaurante caprichado nos detalhes. Vale o preço.,2024-08-27 11:00:00
1229,502,32,3,"Prato bem montado, sabor dentro do esperado.",2024-02-11 13:00:00
1230,740,67,2,"Sabor mediano, já comi muito melhor no mesmo estilo.",2024-01-03 15:00:00
1231,1850,38,4,Embalagem térmica manteve a comida quente.,2024-11-22 20:00:00
1232,869,72,5,Cada detalhe do prato estava perfeito. Arte na cozinha.,2024-11-08 06:00:00
1233,732,7,3,"Prato bem montado, sabor dentro do esperado.",2024-05-09 23:00:00
1234,540,57,4,"Sushi bem preparado, arroz na textura ideal.",2024-08-18 20:00:00
1235,1202,42,2,"Sabor mediano, já comi muito melhor no mesmo estilo.",2024-05-04 12:00:00
1236,698,16,5,"Atendimento rápido, comida excepcional. Recomendo a todos.",2024-03-19 00:00:00
1237,1393,9,4,Embalagem térmica manteve a comida quente.,2024-03-09 23:00:00
1238,1377,28,4,Embalagem térmica manteve a comida quente.,2024-04-23 04:00:00
1239,1146,41,5,"Atendimento rápido, comida excepcional. Recomendo a todos.",2024-09-02 19:00:00
1240,1032,33,4,Pedi pela segunda vez e manteve a qualidade.,2024-10-30 16:00:00
1241,373,22,3,"Entrega rápida, mas a comida era comum.",2024-05-26 01:00:00
1242,668,72,3,"Embalagem funcional, comida na temperatura certa.",2024-05-21 18:00:00
1243,1526,77,2,"Pão do lanche estava duro, como se fosse de ontem.",2024-03-18 14:00:00
1244,358,76,5,Melhor hambúrguer que já comi por delivery.,2024-03-10 21:00:00
1245,968,24,5,Voltei ao mesmo restaurante 5 vezes. Qualidade constante.,2024-08-01 15:00:00
1246,784,79,1,"Sopa derramada na embalagem, completamente fria ao chegar.",2024-10-02 02:00:00
1247,736,33,3,"Prato bem montado, sabor dentro do esperado.",2024-11-05 18:00:00
1248,1036,45,3,Salada fresca mas molho muito ácido.,2024-01-27 20:00:00
1249,971,16,4,Risoto cremoso na medida certa.,2024-07-12 21:00:00
1250,1525,54,2,"Sabor mediano, já comi muito melhor no mesmo estilo.",2024-04-03 23:00:00
1251,1487,36,3,Frango grelhado sem tempero marcante.,2024-02-29 20:00:00
1252,1524,78,5,Entregou em 20 minutos e ainda com brinde. Excelente!,2024-11-02 10:00:00
1253,1491,13,4,Adorei! Já virou meu favorito.,2024-06-23 09:00:00
1254,1643,55,5,"Salada fresquíssima, parecia colhida na hora.",2024-08-14 02:00:00
1255,1253,10,4,Comida chegou quente e bem embalada.,2024-07-15 17:00:00
1256,1694,51,5,Entregou em 20 minutos e ainda com brinde. Excelente!,2024-07-30 03:00:00
1257,1750,62,1,"Lanche amassado, batata frita encharcada de óleo.",2024-09-29 11:00:00
1258,1237,30,4,Restaurante caprichado nos detalhes. Vale o preço.,2024-09-04 20:00:00
1259,886,8,2,Demorou mais que o prometido e o preço não justifica.,2024-10-25 15:00:00
1260,80,67,3,Frango grelhado sem tempero marcante.,2024-09-15 03:00:00
1261,1173,39,4,Sabor excelente e porção generosa.,2024-09-08 06:00:00
1262,815,62,5,Perfeito! Exatamente como esperado.,2024-08-06 17:00:00
1263,1286,63,5,"Risoto perfeito, cremoso e com ingredientes nobres.",2024-09-08 04:00:00
1264,672,10,4,Embalagem térmica manteve a comida quente.,2024-11-05 05:00:00
1265,1532,41,4,"Comida incrível, super recomendo!",2024-01-05 02:00:00
1266,58,7,2,"Entrega foi lenta, embalagem estava úmida.",2024-03-27 05:00:00
1267,134,60,4,Porção familiar com excelente custo-benefício.,2024-07-20 11:00:00
1268,1141,59,4,Pedi pela segunda vez e manteve a qualidade.,2024-09-24 01:00:00
1269,934,14,4,Qualidade consistente. Sempre bom ao pedir.,2024-06-22 02:00:00
1270,1685,39,4,Preço justo para a qualidade entregue.,2024-06-28 20:00:00
1271,824,57,5,"Risoto perfeito, cremoso e com ingredientes nobres.",2024-08-16 14:00:00
1272,1215,22,5,Sushi premium com peixe de qualidade superior.,2024-02-28 13:00:00
1273,505,1,3,"Ok para o dia a dia, nada especial.",2024-07-06 11:00:00
1274,1775,12,2,"Sabor mediano, já comi muito melhor no mesmo estilo.",2024-06-10 13:00:00
1275,348,43,2,Demorou mais que o prometido e o preço não justifica.,2024-11-18 20:00:00
1276,387,51,5,"Temperatura ideal na entrega, comida deliciosa.",2024-05-15 06:00:00
1277,1025,5,3,"Entrega rápida, mas a comida era comum.",2024-06-25 20:00:00
1278,895,53,3,"Atendimento neutro, comida sem destaque.",2024-07-06 13:00:00
1279,829,53,3,"Não voltarei toda semana, mas posso pedir de vez em quando.",2024-02-07 21:00:00
1280,1893,3,4,Porção familiar com excelente custo-benefício.,2024-09-27 14:00:00
1281,476,25,4,Embalagem térmica manteve a comida quente.,2024-01-27 02:00:00
1282,1471,60,3,"Pedido correto, sabor mediano. Pode melhorar.",2024-11-10 15:00:00
1283,1448,4,5,Pedi pela segunda vez e não decepcionou.,2024-01-09 18:00:00
