id_pedido,id_restaurante,valor_pedido,quantidade_itens,tempo_preparo_minutos,tempo_entrega_minutos,tempo_total_minutos,tempo_estimado_minutos,atraso_minutos,atrasado,clima,hora,dia_semana,distancia_km
1054,62,35.65,3,30,39,69,54,15,1,Chuvoso,9,Sábado,5.8
1055,6,27.23,4,9,25,34,27,7,1,Ensolarado,21,Sexta,2.1
1056,39,58.42,4,18,24,42,39,3,0,Ensolarado,17,Segunda,3.2
1057,40,219.38,5,24,16,40,31,9,1,Nublado,13,Sábado,0.9
1058,63,21.2,3,28,34,62,32,30,1,Chuvoso,21,Terça,0.7
1059,66,23.1,2,11,20,31,30,1,0,Ensolarado,1,Sábado,3.0
1060,62,28.17,3,26,16,42,41,1,0,Ensolarado,4,Sexta,2.0
1061,78,80.49,2,19,25,44,27,17,1,Chuvoso,10,Segunda,0.8
1062,34,18.54,2,11,17,28,29,-1,0,Nublado,14,Sexta,2.8
1063,52,111.69,1,19,16,35,40,-5,0,Ensolarado,12,Quinta,1.3
1064,68,64.32,1,14,12,26,35,-9,0,Ensolarado,17,Segunda,2.0
1065,35,41.44,1,19,22,41,39,2,0,Ensolarado,16,Sábado,3.1
1066,3,26.84,2,53,79,132,79,53,1,Chuvoso,17,Sexta,11.5
1067,46,21.08,1,32,5,37,39,-2,0,Ensolarado,18,Sábado,0.5
1068,80,116.99,1,29,18,47,35,12,1,Garoa,20,Quarta,1.0
1069,76,30.76,2,22,72,94,87,7,1,Ensolarado,18,Quinta,17.5
1070,34,47.99,6,7,27,34,40,-6,0,Ensolarado,17,Segunda,6.2
1071,77,45.59,1,15,8,23,26,-3,0,Nublado,18,Domingo,0.5
1072,44,54.78,2,25,9,34,38,-4,0,Ensolarado,4,Sábado,1.8
1073,78,23.91,1,14,26,40,31,9,1,Ensolarado,19,Sábado,2.0
1074,2,45.43,4,73,40,113,59,54,1,Tempestade,22,Domingo,4.2
1075,80,123.32,3,23,33,56,52,4,0,Ensolarado,1,Sábado,6.1
1076,40,131.78,2,19,8,27,30,-3,0,Nublado,2,Terça,0.5
1077,13,71.85,4,17,19,36,29,7,1,Nublado,16,Quarta,1.1
1078,24,26.18,3,14,10,24,31,-7,0,Ensolarado,8,Sábado,1.7
1079,35,111.83,2,23,36,59,56,3,0,Ensolarado,18,Segunda,8.0
1080,52,47.84,3,28,21,49,40,9,1,Ensolarado,20,Sexta,1.2
1081,57,76.84,5,16,11,27,37,-10,0,Ensolarado,0,Quinta,2.8
1082,56,27.4,5,32,5,37,35,2,0,Ensolarado,18,Domingo,0.7
1083,51,72.6,6,11,17,28,32,-4,0,Ensolarado,18,Quarta,3.4
1084,33,144.43,3,52,48,100,44,56,1,Tempestade,7,Quarta,3.7
1085,45,16.82,5,13,10,23,34,-11,0,Nublado,9,Sexta,2.8
1086,2,44.44,2,46,13,59,48,11,1,Nublado,2,Quarta,0.8
1087,23,145.55,2,14,27,41,41,0,0,Ensolarado,13,Terça,3.3
1088,39,60.99,3,20,17,37,40,-3,0,Garoa,18,Quarta,3.7
1089,38,28.1,5,25,30,55,26,29,1,Tempestade,20,Sexta,0.5
1090,65,118.72,2,25,33,58,49,9,1,Nublado,20,Segunda,3.4
1091,50,15.4,1,14,50,64,46,18,1,Chuvoso,8,Domingo,6.9
1092,3,44.72,3,34,27,61,52,9,1,Nublado,13,Domingo,3.6
1093,29,18.84,6,16,26,42,35,7,1,Ensolarado,11,Quarta,3.5
1094,4,62.81,2,20,29,49,29,20,1,Nublado,21,Quarta,0.5
1095,43,48.27,5,21,10,31,25,6,1,Chuvoso,8,Sexta,0.5
1096,23,71.69,1,20,51,71,52,19,1,Nublado,12,Sábado,6.7
1097,54,94.3,5,27,30,57,55,2,0,Ensolarado,23,Domingo,5.5
1098,62,38.76,5,29,12,41,43,-2,0,Nublado,21,Quarta,2.6
1099,61,28.79,4,56,34,90,45,45,1,Tempestade,8,Quarta,1.3
1100,50,22.72,2,20,60,80,50,30,1,Nublado,19,Domingo,8.0
1101,59,88.95,5,52,28,80,42,38,1,Tempestade,14,Domingo,1.7
1102,73,31.1,2,11,25,36,29,7,1,Ensolarado,12,Sábado,1.4
1103,32,163.92,3,14,29,43,33,10,1,Ensolarado,19,Sexta,3.3
1104,17,49.05,2,23,29,52,33,19,1,Chuvoso,11,Quarta,1.9
1105,70,32.1,3,26,8,34,34,0,0,Nublado,19,Sexta,0.6
1106,66,44.45,3,23,101,124,44,80,1,Tempestade,19,Quinta,7.1
1107,56,22.21,4,24,9,33,35,-2,0,Ensolarado,8,Terça,0.8
1108,14,42.39,4,14,24,38,34,4,0,Nublado,1,Quarta,3.5
1109,32,68.88,5,12,12,24,30,-6,0,Ensolarado,23,Sábado,2.3
1110,71,40.78,2,25,26,51,45,6,1,Nublado,23,Domingo,2.1
1111,67,66.49,1,12,12,24,28,-4,0,Nublado,15,Quarta,1.8
1112,66,45.81,3,8,12,20,26,-6,0,Ensolarado,19,Quinta,1.7
1113,49,82.6,5,28,47,75,51,24,1,Nublado,19,Sexta,5.1
1114,46,28.81,4,19,22,41,43,-2,0,Nublado,20,Sexta,1.6
1115,22,138.52,2,15,15,30,29,1,0,Nublado,4,Domingo,0.5
1116,16,126.29,3,32,40,72,45,27,1,Nublado,19,Sexta,3.4
1117,17,99.66,2,19,5,24,30,-6,0,Ensolarado,5,Quarta,0.9
1118,78,84.78,3,17,23,40,26,14,1,Nublado,20,Quinta,0.5
1119,10,26.16,4,12,14,26,29,-3,0,Ensolarado,6,Sexta,1.8
1120,24,19.12,4,17,40,57,48,9,1,Ensolarado,15,Sábado,7.0
1121,47,27.79,2,8,25,33,33,0,0,Ensolarado,22,Sábado,4.1
1122,27,57.08,4,17,5,22,28,-6,0,Nublado,15,Terça,1.0
1123,59,93.83,3,25,7,32,38,-6,0,Ensolarado,10,Quinta,0.5
1124,38,61.69,1,21,26,47,26,21,1,Chuvoso,21,Sábado,0.5
1125,50,21.51,3,12,14,26,28,-2,0,Ensolarado,8,Quinta,1.5
1126,19,26.3,5,33,33,66,48,18,1,Nublado,13,Sábado,1.3
1127,77,41.16,5,14,9,23,28,-5,0,Chuvoso,13,Quinta,1.0
1128,7,29.22,5,18,7,25,31,-6,0,Ensolarado,17,Sábado,0.5
1129,11,27.61,2,30,14,44,41,3,0,Nublado,9,Sábado,0.6
1130,44,159.33,1,27,38,65,51,14,1,Nublado,20,Quinta,5.9
1131,64,31.69,2,14,13,27,25,2,0,Nublado,8,Terça,0.5
1132,6,22.71,1,14,6,20,22,-2,0,Nublado,15,Sábado,0.5
1133,80,47.32,3,25,77,102,74,28,1,Nublado,21,Quarta,12.6
1134,64,19.04,2,13,12,25,29,-4,0,Nublado,14,Segunda,1.7
1135,59,31.17,4,34,9,43,38,5,0,Nublado,17,Sexta,0.5
1136,49,46.04,1,32,21,53,41,12,1,Chuvoso,5,Terça,2.3
1137,77,38.15,2,19,40,59,35,24,1,Chuvoso,21,Sábado,3.1
1138,28,56.08,2,29,22,51,34,17,1,Nublado,22,Segunda,0.5
1139,63,34.15,3,28,39,67,46,21,1,Chuvoso,18,Sexta,4.9
1140,15,114.76,3,15,30,45,39,6,1,Nublado,20,Terça,4.6
1141,59,104.26,2,21,17,38,44,-6,0,Ensolarado,22,Segunda,2.1
1142,55,70.14,3,23,72,95,60,35,1,Nublado,13,Segunda,9.3
1143,52,47.65,2,42,33,75,43,32,1,Chuvoso,12,Terça,2.3
1144,78,26.24,3,27,18,45,27,18,1,Chuvoso,16,Sexta,0.7
1145,25,40.27,6,44,5,49,45,4,0,Nublado,8,Sábado,0.5
1146,41,59.96,6,9,8,17,21,-4,0,Garoa,15,Sábado,0.7
1147,37,69.01,3,8,33,41,39,2,0,Ensolarado,12,Sexta,3.5
1148,4,22.52,3,15,13,28,32,-4,0,Ensolarado,23,Quinta,1.4
1149,74,48.38,2,11,8,19,24,-5,0,Nublado,16,Sexta,0.8
1150,45,15.0,1,16,34,50,45,5,0,Garoa,18,Sábado,6.0
1151,26,50.76,4,23,29,52,49,3,0,Ensolarado,2,Sexta,5.9
1152,43,81.05,2,18,46,64,46,18,1,Nublado,20,Domingo,6.7
1153,49,123.38,2,26,39,65,65,0,0,Ensolarado,17,Sexta,9.5
1154,18,54.83,3,27,17,44,33,11,1,Ensolarado,12,Sábado,0.5
1155,51,25.37,2,13,57,70,41,29,1,Chuvoso,12,Segunda,6.3
1156,75,34.67,2,24,52,76,46,30,1,Ensolarado,19,Sexta,4.9
1157,37,71.42,5,22,58,80,48,32,1,Chuvoso,12,Quarta,6.2
1158,49,79.22,3,23,25,48,42,6,1,Nublado,20,Sábado,2.5
1159,22,74.26,4,14,9,23,33,-10,0,Ensolarado,21,Sexta,1.9
1160,47,67.24,2,11,19,30,25,5,0,Chuvoso,14,Sábado,1.6
1161,32,66.43,2,16,16,32,27,5,0,Nublado,19,Quarta,1.3
1162,2,32.85,2,58,50,108,56,52,1,Tempestade,19,Sábado,3.4
1163,9,55.54,6,12,17,29,27,2,0,Ensolarado,22,Quarta,1.3
1164,51,72.82,2,11,18,29,28,1,0,Nublado,18,Sábado,2.4
1165,31,25.05,4,32,17,49,37,12,1,Chuvoso,18,Domingo,0.8
1166,14,91.21,3,13,24,37,34,3,0,Nublado,12,Segunda,3.5
1167,2,66.07,2,40,36,76,65,11,1,Garoa,11,Quinta,6.1
1168,19,26.91,4,46,16,62,45,17,1,Chuvoso,12,Segunda,0.5
1169,28,56.42,3,12,8,20,36,-16,0,Ensolarado,21,Quinta,1.1
1170,25,38.67,4,44,18,62,51,11,1,Garoa,16,Terça,2.2
1171,33,51.76,5,21,10,31,39,-8,0,Ensolarado,16,Sábado,2.3
1172,33,35.7,1,33,28,61,36,25,1,Chuvoso,20,Domingo,1.2
1173,39,37.3,3,24,50,74,44,30,1,Chuvoso,19,Quinta,4.9
1174,46,20.92,3,36,10,46,41,5,0,Chuvoso,0,Domingo,1.1
1175,22,82.59,3,14,14,28,34,-6,0,Ensolarado,7,Quinta,2.1
1176,37,76.36,2,21,38,59,49,10,1,Nublado,18,Quarta,6.5
1177,74,45.65,2,12,38,50,39,11,1,Ensolarado,21,Quarta,5.2
1178,49,83.39,1,19,21,40,36,4,0,Ensolarado,12,Quinta,0.8
1179,11,42.03,3,36,46,82,55,27,1,Nublado,12,Segunda,4.7
1180,3,40.09,1,32,5,37,42,-5,0,Ensolarado,10,Quinta,0.5
1181,47,24.74,1,10,38,48,24,24,1,Ensolarado,19,Quarta,1.5
1182,19,24.33,1,41,22,63,47,16,1,Nublado,18,Quarta,1.1
1183,2,32.51,1,35,18,53,51,2,0,Ensolarado,15,Sábado,1.7
1184,14,15.0,3,14,15,29,27,2,0,Nublado,14,Terça,1.3
1185,20,72.72,2,20,23,43,33,10,1,Nublado,20,Sábado,0.5
1186,47,18.73,3,13,21,34,22,12,1,Chuvoso,20,Sábado,0.7
1187,73,43.48,1,22,21,43,36,7,1,Nublado,23,Sábado,3.5
1188,53,39.77,3,11,72,83,64,19,1,Nublado,20,Domingo,11.2
1189,48,119.24,2,16,25,41,35,6,1,Nublado,19,Sábado,2.7
1190,15,49.24,5,16,22,38,32,6,1,Nublado,10,Domingo,2.3
1191,14,52.49,4,18,46,64,37,27,1,Chuvoso,13,Sábado,4.4
1192,29,101.45,3,11,25,36,28,8,1,Ensolarado,21,Quinta,1.5
1193,36,84.03,4,21,20,41,31,10,1,Ensolarado,13,Quinta,0.5
1194,66,40.95,4,10,12,22,23,-1,0,Ensolarado,18,Terça,0.9
1195,18,68.25,4,27,21,48,33,15,1,Nublado,20,Quarta,0.5
1196,53,46.74,3,20,26,46,38,8,1,Nublado,17,Quinta,3.4
1197,73,38.6,2,12,23,35,33,2,0,Ensolarado,17,Domingo,2.7
1198,39,195.55,2,20,52,72,41,31,1,Chuvoso,20,Sexta,3.9
1199,79,101.14,3,16,65,81,63,18,1,Ensolarado,20,Sexta,10.3
1200,17,39.65,3,15,24,39,30,9,1,Nublado,7,Domingo,0.8
1201,46,28.79,4,32,40,72,55,17,1,Nublado,17,Quinta,5.2
1202,42,105.42,1,21,21,42,46,-4,0,Ensolarado,9,Domingo,3.5
1203,2,42.45,3,28,38,66,63,3,0,Ensolarado,20,Sábado,5.3
1204,75,56.35,5,33,21,54,32,22,1,Chuvoso,18,Segunda,0.5
1205,23,89.53,1,14,38,52,39,13,1,Ensolarado,21,Sexta,2.8
1206,59,48.97,3,27,17,44,43,1,0,Ensolarado,8,Sexta,1.8
1207,1,62.73,3,19,15,34,34,0,0,Ensolarado,10,Sábado,1.2
1208,56,56.42,2,25,13,38,34,4,0,Garoa,21,Quarta,0.5
1209,36,100.13,1,23,11,34,36,-2,0,Ensolarado,23,Quinta,2.2
1210,66,122.4,2,10,15,25,31,-6,0,Ensolarado,23,Quinta,3.1
1211,25,17.55,4,30,28,58,57,1,0,Ensolarado,13,Sexta,4.2
1212,19,75.06,5,58,46,104,55,49,1,Tempestade,20,Quinta,3.5
1213,77,31.8,2,16,18,34,36,-2,0,Ensolarado,11,Sábado,3.5
1214,45,44.06,3,19,23,42,27,15,1,Nublado,13,Quinta,0.5
1215,22,118.05,5,12,10,22,29,-7,0,Ensolarado,15,Terça,0.5
1216,47,15.0,3,9,25,34,24,10,1,Garoa,20,Terça,1.5
1217,67,107.82,4,14,16,30,30,0,0,Ensolarado,8,Segunda,2.2
1218,38,38.05,1,17,45,62,47,15,1,Garoa,16,Quinta,6.8
1219,69,57.38,4,14,29,43,45,-2,0,Nublado,18,Quinta,6.2
1220,33,159.53,3,23,24,47,41,6,1,Ensolarado,18,Quinta,2.7
1221,19,24.22,2,32,20,52,50,2,0,Ensolarado,17,Quinta,1.9
1222,18,42.54,2,29,50,79,58,21,1,Chuvoso,18,Sexta,8.0
1223,66,171.09,2,7,28,35,34,1,0,Nublado,16,Quinta,4.0
1224,50,41.05,1,23,34,57,36,21,1,Chuvoso,23,Sexta,3.8
1225,14,44.56,4,11,18,29,30,-1,0,Ensolarado,15,Sábado,2.2
1226,13,40.36,3,29,8,37,27,10,1,Chuvoso,23,Domingo,0.5
1227,5,64.56,3,19,45,64,60,4,0,Ensolarado,7,Domingo,9.0
1228,3,35.28,3,23,7,30,42,-12,0,Ensolarado,19,Domingo,0.5
1229,10,19.99,2,14,11,25,25,0,0,Ensolarado,20,Quarta,0.5
1230,36,61.58,3,20,52,72,53,19,1,Nublado,20,Quinta,7.1
1231,75,41.96,4,22,21,43,32,11,1,Garoa,19,Quinta,0.5
1232,38,32.59,4,15,47,62,40,22,1,Garoa,12,Segunda,4.7
1233,18,106.85,3,18,29,47,46,1,0,Ensolarado,19,Sexta,4.4
1234,29,35.75,4,15,13,28,28,0,0,Garoa,9,Segunda,1.3
1235,17,29.28,3,16,30,46,48,-2,0,Ensolarado,18,Quarta,6.2
1236,49,185.47,2,21,15,36,38,-2,0,Ensolarado,21,Quarta,1.3
1237,30,26.3,2,17,15,32,25,7,1,Ensolarado,21,Segunda,1.1
1238,35,39.5,4,23,54,77,63,14,1,Nublado,17,Terça,10.2
1239,31,78.86,4,24,33,57,46,11,1,Nublado,11,Sábado,3.4
1240,40,63.75,1,20,26,46,37,9,1,Ensolarado,21,Quarta,2.8
1241,33,33.02,6,24,55,79,66,13,1,Nublado,22,Terça,10.2
1242,5,48.2,3,26,38,64,38,26,1,Nublado,20,Quarta,2.5
1243,43,51.59,3,16,13,29,25,4,0,Ensolarado,10,Sábado,0.5
1244,63,16.33,2,18,24,42,34,8,1,Ensolarado,19,Terça,1.3
1245,61,40.71,3,32,26,58,53,5,0,Chuvoso,12,Sábado,3.8
1246,27,51.37,1,17,56,73,44,29,1,Nublado,13,Sábado,5.9
1247,22,159.81,2,19,119,138,83,55,1,Garoa,21,Segunda,16.9
1248,56,42.21,1,35,142,177,92,85,1,Chuvoso,19,Domingo,17.9
1249,80,96.0,2,31,47,78,44,34,1,Garoa,21,Sexta,3.7
1250,11,41.57,2,31,37,68,55,13,1,Ensolarado,21,Domingo,4.6
1251,38,62.11,4,16,16,32,31,1,0,Ensolarado,7,Sábado,2.1
1252,45,35.46,2,22,54,76,55,21,1,Nublado,19,Sábado,8.9
1253,10,40.84,3,17,31,48,27,21,1,Ensolarado,12,Sábado,1.2
1254,23,129.97,1,21,18,39,35,4,0,Ensolarado,18,Sábado,1.6
1255,46,19.69,2,24,35,59,62,-3,0,Ensolarado,7,Quinta,7.3
1256,54,44.44,5,28,24,52,48,4,0,Ensolarado,10,Segunda,3.4
1257,59,25.99,3,37,15,52,38,14,1,Garoa,18,Sábado,0.5
1258,71,17.64,1,37,110,147,69,78,1,Tempestade,19,Terça,9.2
1259,36,33.58,6,23,6,29,31,-2,0,Nublado,18,Domingo,0.5
1260,39,46.84,3,14,14,28,33,-5,0,Ensolarado,21,Sábado,1.4
1261,60,23.7,2,40,26,66,53,13,1,Garoa,22,Sexta,3.3
1262,38,20.05,2,25,23,48,29,19,1,Chuvoso,14,Domingo,1.3
1263,74,58.13,2,14,31,45,34,11,1,Chuvoso,9,Segunda,3.8
1264,7,36.44,2,24,36,60,43,17,1,Garoa,12,Segunda,4.3
1265,58,44.03,3,25,33,58,39,19,1,Garoa,14,Sexta,3.5
1266,44,72.27,4,23,27,50,48,2,0,Ensolarado,9,Sexta,4.9
1267,67,59.8,4,18,31,49,31,18,1,Garoa,10,Sábado,2.5
1268,80,140.93,2,18,27,45,42,3,0,Nublado,7,Segunda,3.1
1269,6,24.64,3,12,16,28,25,3,0,Ensolarado,14,Domingo,1.4
1270,72,50.24,4,8,32,40,43,-3,0,Ensolarado,22,Sábado,7.0
1271,50,15.72,5,13,11,24,28,-4,0,Nublado,21,Sexta,1.3
1272,4,40.78,4,26,41,67,48,19,1,Chuvoso,16,Quinta,6.2
1273,66,29.68,6,10,47,57,42,15,1,Ensolarado,20,Sexta,6.5
1274,77,59.32,5,14,16,30,28,2,0,Nublado,20,Sexta,1.0
1275,2,40.43,3,35,27,62,54,8,1,Nublado,13,Sábado,2.8
1276,69,66.88,6,20,19,39,27,12,1,Nublado,22,Segunda,0.7
1277,19,44.91,3,55,57,112,74,38,1,Chuvoso,7,Quinta,9.2
1278,77,22.29,2,11,5,16,26,-10,0,Ensolarado,9,Segunda,0.5
1279,60,15.0,2,39,31,70,50,20,1,Nublado,19,Domingo,2.4
1280,17,24.05,1,25,71,96,67,29,1,Chuvoso,7,Sexta,12.0
1281,19,29.3,3,30,11,41,47,-6,0,Nublado,10,Sábado,1.2
1282,6,18.25,3,11,15,26,30,-4,0,Ensolarado,6,Sexta,2.9
1283,70,45.78,1,27,129,156,98,58,1,Garoa,20,Quinta,20.0
1284,11,49.24,1,33,11,44,42,2,0,Ensolarado,6,Sábado,0.7
1285,26,37.2,3,21,36,57,43,14,1,Nublado,20,Sábado,4.2
1286,63,35.77,5,24,10,34,32,2,0,Nublado,21,Terça,0.5
1287,44,28.54,3,35,39,74,41,33,1,Chuvoso,4,Terça,2.9
1288,22,225.42,1,27,83,110,53,57,1,Chuvoso,21,Segunda,7.9
1289,78,116.16,4,16,8,24,26,-2,0,Ensolarado,9,Segunda,0.5
1290,62,41.28,4,23,22,45,46,-1,0,Nublado,15,Terça,3.3
1291,71,57.25,2,42,23,65,50,15,1,Chuvoso,7,Sexta,3.5
1292,34,40.74,6,16,116,132,64,68,1,Chuvoso,20,Quinta,13.4
1293,34,28.97,3,11,22,33,27,6,1,Garoa,19,Quarta,2.4
1294,41,64.01,4,12,29,41,29,12,1,Chuvoso,8,Sábado,3.1
1295,25,66.25,1,30,27,57,55,2,0,Ensolarado,17,Quarta,3.6
1296,44,59.95,2,26,47,73,64,9,1,Nublado,14,Sábado,9.7
1297,33,48.46,4,23,32,55,58,-3,0,Ensolarado,22,Segunda,8.0
1298,21,23.51,3,23,9,32,33,-1,0,Ensolarado,18,Sábado,0.5
1299,24,34.44,3,14,16,30,29,1,0,Ensolarado,0,Terça,1.1
1300,52,30.07,4,32,45,77,42,35,1,Chuvoso,21,Quinta,1.8
1301,17,69.2,3,23,27,50,30,20,1,Nublado,19,Terça,1.0
1302,23,65.09,1,20,24,44,34,10,1,Nublado,14,Domingo,1.3
1303,21,44.19,3,24,14,38,34,4,0,Garoa,9,Sexta,0.8
1304,28,44.93,2,21,20,41,41,0,0,Ensolarado,20,Quinta,2.4
1305,17,70.01,2,14,39,53,45,8,1,Ensolarado,8,Sexta,5.3
1306,62,77.34,4,21,27,48,42,6,1,Ensolarado,19,Sexta,2.1
1307,49,98.3,4,26,23,49,41,8,1,Ensolarado,18,Quarta,2.3
1308,74,38.28,2,10,26,36,27,9,1,Nublado,19,Domingo,1.7
1309,8,110.43,2,9,26,35,27,8,1,Nublado,18,Segunda,2.4
1310,31,51.65,4,31,44,75,54,21,1,Chuvoso,14,Quarta,5.7
1311,19,23.63,2,43,18,61,48,13,1,Garoa,4,Sábado,1.4
1312,54,101.92,5,30,21,51,48,3,0,Ensolarado,20,Sexta,3.4
1313,49,42.4,2,28,28,56,43,13,1,Ensolarado,19,Sexta,2.7
1314,37,106.32,2,34,21,55,29,26,1,Chuvoso,19,Quarta,0.5
1315,10,25.45,2,26,26,52,30,22,1,Tempestade,7,Sábado,2.1
1316,60,86.22,5,33,35,68,59,9,1,Nublado,10,Quinta,5.1
1317,44,83.75,2,21,20,41,45,-4,0,Nublado,8,Domingo,3.9
1318,14,38.41,6,14,9,23,25,-2,0,Nublado,8,Sábado,0.7
1319,13,28.69,1,18,35,53,43,10,1,Chuvoso,10,Terça,5.5
1320,6,18.21,2,11,16,27,23,4,0,Nublado,8,Sábado,0.9
1321,67,60.36,4,18,33,51,31,20,1,Nublado,13,Domingo,2.7
1322,55,31.58,6,18,8,26,32,-6,0,Ensolarado,18,Sexta,0.8
1323,23,200.14,3,29,92,121,58,63,1,Tempestade,21,Segunda,8.5
1324,65,44.34,2,37,34,71,50,21,1,Chuvoso,23,Sexta,3.9
1325,53,52.49,2,16,23,39,34,5,0,Ensolarado,19,Sábado,2.1
1326,71,26.51,1,23,13,36,40,-4,0,Nublado,17,Domingo,0.5
1327,32,81.81,1,11,24,35,30,5,0,Garoa,17,Segunda,2.3
1328,69,145.78,3,11,10,21,26,-5,0,Ensolarado,15,Sábado,0.5
1329,27,27.27,3,20,91,111,73,38,1,Chuvoso,15,Sábado,14.7
1330,61,56.81,4,31,24,55,50,5,0,Ensolarado,11,Sexta,3.0
1331,48,44.62,3,12,7,19,34,-15,0,Ensolarado,22,Terça,2.4
1332,51,53.45,4,8,28,36,42,-6,0,Ensolarado,7,Sexta,6.4
1333,70,33.9,3,24,5,29,33,-4,0,Ensolarado,21,Sábado,0.5
1334,57,169.61,4,19,68,87,57,30,1,Nublado,20,Domingo,8.7
1335,52,54.42,5,27,26,53,45,8,1,Nublado,13,Quinta,2.8
1336,9,53.16,1,12,30,42,38,4,0,Ensolarado,6,Domingo,4.7
1337,51,53.83,3,11,16,27,28,-1,0,Garoa,14,Quarta,2.2
1338,76,50.52,5,21,28,49,45,4,0,Ensolarado,20,Sábado,4.8
1339,26,69.04,3,29,31,60,42,18,1,Garoa,19,Segunda,3.9
1340,42,139.25,3,21,40,61,54,7,1,Ensolarado,21,Segunda,5.7
1341,3,22.74,1,27,18,45,46,-1,0,Nublado,13,Terça,1.6
1342,23,126.52,2,29,32,61,41,20,1,Garoa,19,Terça,3.2
1343,65,69.52,3,35,10,45,39,6,1,Garoa,8,Sexta,0.5
1344,34,32.07,2,15,25,40,29,11,1,Chuvoso,22,Terça,3.0
1345,65,192.15,2,40,67,107,60,47,1,Chuvoso,13,Quarta,6.8
1346,57,49.58,3,23,37,60,47,13,1,Nublado,6,Quinta,5.8
1347,37,57.53,3,30,96,126,74,52,1,Chuvoso,8,Sábado,14.2
1348,52,100.49,5,42,40,82,40,42,1,Chuvoso,12,Sexta,1.2
1349,1,17.02,5,21,60,81,68,13,1,Ensolarado,20,Domingo,11.4
1350,36,139.63,2,35,26,61,31,30,1,Tempestade,15,Segunda,0.5
1351,23,177.68,3,15,17,32,39,-7,0,Ensolarado,22,Segunda,2.8
1352,28,27.44,3,21,48,69,65,4,0,Nublado,16,Domingo,9.6
1353,12,59.74,1,29,70,99,76,23,1,Nublado,12,Domingo,11.6
1354,38,138.35,2,17,22,39,29,10,1,Nublado,13,Quinta,1.5
1355,73,24.99,5,12,10,22,27,-5,0,Ensolarado,6,Domingo,0.7
1356,6,16.88,3,9,5,14,26,-12,0,Ensolarado,18,Quinta,1.7
1357,58,31.19,4,27,43,70,36,34,1,Chuvoso,12,Sexta,2.8
1358,64,17.29,4,12,10,22,27,-5,0,Ensolarado,14,Quarta,1.1
1359,24,30.52,6,13,8,21,27,-6,0,Nublado,9,Quarta,0.5
1360,23,87.97,3,19,20,39,36,3,0,Ensolarado,20,Segunda,1.7
1361,11,31.68,2,37,13,50,41,9,1,Chuvoso,9,Domingo,0.6
1362,45,30.26,3,20,25,45,27,18,1,Chuvoso,23,Sábado,0.5
1363,58,15.25,2,14,5,19,29,-10,0,Ensolarado,9,Quarta,0.5
1364,65,65.0,3,33,12,45,39,6,1,Ensolarado,8,Quarta,0.5
1365,25,67.77,2,28,23,51,57,-6,0,Ensolarado,3,Quarta,4.1
1366,42,76.2,5,20,39,59,66,-7,0,Ensolarado,17,Terça,9.4
1367,54,33.16,3,29,15,44,38,6,1,Ensolarado,13,Sexta,0.5
1368,35,75.16,6,19,16,35,32,3,0,Chuvoso,12,Segunda,0.8
1369,53,15.0,2,19,115,134,85,49,1,Nublado,12,Sábado,17.3
1370,46,24.56,1,31,26,57,45,12,1,Nublado,22,Domingo,2.3
1371,23,113.49,3,20,9,29,32,-3,0,Nublado,17,Domingo,0.5
1372,37,115.19,3,21,15,36,32,4,0,Ensolarado,19,Domingo,1.5
1373,73,22.24,2,26,86,112,53,59,1,Chuvoso,12,Quinta,8.6
1374,46,62.97,3,35,15,50,42,8,1,Nublado,7,Segunda,1.5
1375,4,40.42,1,19,21,40,38,2,0,Ensolarado,10,Domingo,3.4
1376,28,56.37,1,39,16,55,36,19,1,Chuvoso,17,Quinta,1.0
1377,28,70.59,3,16,11,27,37,-10,0,Ensolarado,16,Terça,1.2
1378,77,67.99,1,14,15,29,31,-2,0,Ensolarado,22,Domingo,2.1
1379,21,114.41,2,20,14,34,37,-3,0,Ensolarado,21,Quinta,1.7
1380,6,15.0,1,13,74,87,32,55,1,Tempestade,13,Domingo,3.6
1381,21,83.58,4,20,12,32,33,-1,0,Garoa,19,Quinta,0.7
1382,11,58.61,2,40,14,54,42,12,1,Garoa,12,Sábado,0.7
1383,45,32.92,1,14,35,49,34,15,1,Nublado,21,Terça,2.6
1384,53,49.89,6,32,84,116,61,55,1,Tempestade,10,Sexta,10.3
1385,29,41.58,1,26,44,70,40,30,1,Chuvoso,6,Domingo,5.1
1386,67,111.66,3,13,13,26,27,-1,0,Nublado,14,Domingo,1.3
1387,9,21.6,2,12,17,29,32,-3,0,Ensolarado,19,Sábado,3.0
1388,80,163.99,4,18,31,49,47,2,0,Ensolarado,13,Sexta,4.5
1389,67,32.55,3,9,40,49,35,14,1,Nublado,20,Quarta,3.7
1390,57,95.44,6,16,12,28,30,-2,0,Ensolarado,2,Segunda,0.5
1391,23,108.09,5,20,29,49,38,11,1,Chuvoso,20,Sexta,2.4
1392,50,41.44,2,14,31,45,39,6,1,Chuvoso,14,Sexta,4.6
1393,9,15.11,1,17,17,34,29,5,0,Garoa,8,Quarta,1.9
1394,71,16.81,5,31,17,48,43,5,0,Nublado,19,Sexta,1.4
1395,13,115.2,1,21,55,76,48,28,1,Chuvoso,18,Sexta,6.9
1396,38,18.7,2,17,38,55,39,16,1,Chuvoso,16,Sexta,4.5
1397,35,62.4,1,28,8,36,31,5,0,Tempestade,6,Quarta,0.6
